Oscillation Control>Demod 3 Harmonic	1	
Oscillation Control>Demod 4 Harmonic	1	
Oscillation Control>Demod 1 Filter Order	0	
Oscillation Control>Demod 2 Filter Order	 2	
Oscillation Control>Demod 3 Filter Order	 2	
Oscillation Control>Demod 4 Filter Order	 2	
Oscillation Control>Phase P gain (Hz/rad)	87.2665E-3	
Oscillation Control>Phase I gain (Hz/rad/s)	174.533E-3	
Oscillation Control>Phase controller on	FALSE	
Oscillation Control>FrequencyShift (Hz)	-4.64516E+0	
Oscillation Control>Amplitude Setpoint (m)	60E-12	
Oscillation Control>Amplitude P gain (V/nm)	236.221E+6	
Oscillation Control>Amplitude I gain (V/nm/s)	472.442E+6	
Oscillation Control>Amplitude controller on	FALSE	
Oscillation Control>Excitation (V)	781.347E-6	
Oscillation Control>output divider	0	
Oscillation Control>output off	FALSE	
Oscillation Control>output add	FALSE	
Oscillation Control>PLL-Setup Q-Factor	69.804E+3	
Oscillation Control>PLL-Setup Demod. Bandwidth Amp (Hz)	5E+0	
Oscillation Control>PLL-Setup Demod. Bandwidth Pha (Hz)	5E+0	
Oscillation Control>PLL-Setup amplitude/excitation (m/V)	96.967E-9	
Piezo Calibration>Active Calib.	LN2_20160311	
Piezo Calibration>Calib. X (m/V)	10.2E-9	
Piezo Calibration>Calib. Y (m/V)	10.2E-9	
Piezo Calibration>Calib. Z (m/V)	1.75E-9	
Piezo Calibration>HV Gain X	10	
Piezo Calibration>HV Gain Y	10	
Piezo Calibration>HV Gain Z	10	
Piezo Calibration>Tilt X (deg)	-0.315594	
Piezo Calibration>Tilt Y (deg)	-0.344017	
Piezo Calibration>Curvature radius X (m)	Inf	
Piezo Calibration>Curvature radius Y (m)	Inf	
Piezo Calibration>2nd order corr X (V/m^2)	0E+0	
Piezo Calibration>2nd order corr Y (V/m^2)	0E+0	
Piezo Calibration>Drift X (m/s)	-700E-15	
Piezo Calibration>Drift Y (m/s)	2E-12	
Piezo Calibration>Drift Z (m/s)	0E+0	
Piezo Calibration>Drift correction status (on/off)	FALSE	
Scan>Scanfield	-46.2874E-9;87.685E-9;4.5E-9;4.5E-9;0E+0	
Scan>series name	%y%m%d_%H-%M-%S_SPM	
Scan>channels	Current (A);Bias (V);Z (m);OC D1 Phase (deg);OC D1 Amplitude (m);OC M1 Freq. Shift (Hz);OC M1 Excitation (V)	
Scan>pixels/line	256	
Scan>lines	256	
Scan>speed forw. (m/s)	25.1116E-9	
Scan>speed backw. (m/s)	25.1116E-9	
Temperature 1>Temperature 1 (K)	75.8682E+0	
Temperature 2>Temperature 2 (K)	77.6204E+0	
Z Spectroscopy>Initial Z-offset (m)	0E+0	
Z Spectroscopy>Sweep distance (m)	250E-12	
Z Spectroscopy>Num Pixel	201	
Z Spectroscopy>Z Avg time (s)	50E-3	
Z Spectroscopy>1st Settling time (s)	5E-3	
Z Spectroscopy>Settling time (s)	100E-3	
Z Spectroscopy>Integration time (s)	100E-3	
Z Spectroscopy>End Settling time (s)	5E-3	
Z Spectroscopy>Z control time (s)	200E-3	
Z Spectroscopy>Max Slew rate (V/s)	Inf	
Z Spectroscopy>backward sweep	TRUE	
Z Spectroscopy>Number of sweeps	1	
Z Spectroscopy>Channels	Current (A);Z (m);OC D1 Phase (deg);OC D1 Amplitude (m);OC M1 Freq. Shift (Hz);OC M1 Excitation (V)	
Z Spectroscopy>Time between fwd/bwd (s)	0E+0	
Z Spectroscopy>Record final Z	FALSE	
Z Spectroscopy>Lock-In run	FALSE	
Z Spectroscopy>Reset Z	TRUE	
Z-Controller>Z (m)	-99.5211E-9	
Z-Controller>Controller name	log Current	
Z-Controller>Controller status	ON	
Z-Controller>Setpoint	200E-12	
Z-Controller>Setpoint unit	A	
Z-Controller>P gain	5.5E-12	
Z-Controller>I gain	27.5E-9	
Z-Controller>Time const (s)	200E-6	
Z-Controller>TipLift (m)	0E+0	
Z-Controller>Switch off delay (s)	50E-3	

[DATA]
Bias calc (V)	Current (A)	Bias (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	Current [bwd] (A)	Bias [bwd] (V)	OC D1 Phase [bwd] (deg)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)	OC M1 Excitation [bwd] (V)	Current (A) [filt]	Bias (V) [filt]	OC D1 Phase (deg) [filt]	OC D1 Amplitude (m) [filt]	OC M1 Freq. Shift (Hz) [filt]	OC M1 Excitation (V) [filt]	Current (A) [bwd] [filt]	Bias (V) [bwd] [filt]	OC D1 Phase (deg) [bwd] [filt]	OC D1 Amplitude (m) [bwd] [filt]	OC M1 Freq. Shift (Hz) [bwd] [filt]	OC M1 Excitation (V) [bwd] [filt]
200.00000E-3	202.13188E-12	200.00000E-3	-547.97494E-3	3.6754358E-12	-4.6451554E+0	781.34652E-6	202.54358E-12	200.00000E-3	-1.6146225E+0	3.7464437E-12	-4.6451554E+0	781.34652E-6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
199.00000E-3	200.69413E-12	199.00000E-3	-2.6501231E+0	3.7062350E-12	-4.6451554E+0	781.34652E-6	201.20533E-12	199.00000E-3	-8.1973591E+0	3.4896632E-12	-4.6451554E+0	781.34652E-6	1.4037492E-9	1.0000000E+0	343.33566E+0	-18.850334E-12	-0.0000000E+0	-0.0000000E+0	1.3505835E-9	1.0000000E+0	6.8436538E+3	250.70085E-12	-0.0000000E+0	-0.0000000E+0
198.00000E-3	199.41683E-12	198.00000E-3	3.5462987E+0	3.6806573E-12	-4.6451554E+0	781.34652E-6	199.80889E-12	198.00000E-3	-16.011242E+0	3.2615653E-12	-4.6451554E+0	781.34652E-6	1.3034686E-9	1.0000000E+0	-2.2749021E+3	-12.891571E-12	-0.0000000E+0	-0.0000000E+0	1.3420488E-9	1.0000000E+0	4.5049375E+3	183.10316E-12	-0.0000000E+0	-0.0000000E+0
197.00000E-3	198.17645E-12	197.00000E-3	-461.52350E-3	3.7802114E-12	-4.6451554E+0	781.34652E-6	198.61086E-12	197.00000E-3	-9.4437761E+0	3.2744463E-12	-4.6451554E+0	781.34652E-6	1.2775866E-9	1.0000000E+0	1.8764554E+3	-49.289031E-12	-0.0000000E+0	-0.0000000E+0	1.2875230E-9	1.0000000E+0	-2.3754463E+3	24.743829E-12	-0.0000000E+0	-0.0000000E+0
196.00001E-3	196.79747E-12	196.00001E-3	-4.6172185E+0	3.7677327E-12	-4.6451554E+0	781.34652E-6	197.18897E-12	196.00001E-3	-8.2740707E+0	3.3507821E-12	-4.6451554E+0	781.34652E-6	1.3978859E-9	1.0000000E+0	3.9341882E+3	1.6011704E-12	-0.0000000E+0	-0.0000000E+0	1.3757784E-9	1.0000000E+0	-454.15604E+0	-69.779064E-12	-0.0000000E+0	-0.0000000E+0
195.00001E-3	195.19075E-12	195.00001E-3	-7.8754163E+0	3.6945438E-12	-4.6451554E+0	781.34652E-6	195.76089E-12	195.00001E-3	-15.878316E+0	3.4596317E-12	-4.6451554E+0	781.34652E-6	1.5160481E-9	1.0000000E+0	2.2731931E+3	38.359864E-12	-0.0000000E+0	-0.0000000E+0	1.4656163E-9	1.0000000E+0	3.6562703E+3	-78.302226E-12	-0.0000000E+0	-0.0000000E+0
194.00001E-3	193.78407E-12	194.00001E-3	-5.5886087E+0	3.7249787E-12	-4.6451554E+0	781.34652E-6	194.14946E-12	194.00001E-3	-13.628889E+0	3.4568646E-12	-4.6451554E+0	781.34652E-6	1.4527238E-9	1.0000000E+0	5.7363396E+0	-38.549813E-12	-0.0000000E+0	-0.0000000E+0	1.5390852E-9	1.0000000E+0	-469.19156E+0	-18.592511E-12	-0.0000000E+0	-0.0000000E+0
193.00000E-3	192.36016E-12	193.00000E-3	-8.5736628E+0	3.8973265E-12	-4.6451554E+0	781.34652E-6	192.69604E-12	193.00000E-3	-9.9254360E+0	3.4432615E-12	-4.6451554E+0	781.34652E-6	1.4243161E-9	1.0000000E+0	611.13947E+0	-86.396862E-12	-0.0000000E+0	-0.0000000E+0	1.4764132E-9	1.0000000E+0	-1.2559484E+3	7.1780542E-12	-0.0000000E+0	-0.0000000E+0
192.00000E-3	190.91710E-12	192.00000E-3	-5.6297874E+0	3.8060458E-12	-4.6451554E+0	781.34652E-6	191.29211E-12	192.00000E-3	-16.315964E+0	3.4491372E-12	-4.6451554E+0	781.34652E-6	1.3882895E-9	1.0000000E+0	-392.64124E+0	11.449152E-12	-0.0000000E+0	-0.0000000E+0	1.4149625E-9	1.0000000E+0	3.7833062E+3	-8.5014287E-12	-0.0000000E+0	-0.0000000E+0
191.00000E-3	189.71333E-12	191.00000E-3	-8.7944193E+0	3.8278044E-12	-4.6451554E+0	781.34652E-6	189.88565E-12	191.00000E-3	-20.498901E+0	3.4868807E-12	-4.6451554E+0	781.34652E-6	1.2704118E-9	1.0000000E+0	184.86700E+0	-6.9202317E-12	-0.0000000E+0	-0.0000000E+0	1.4062195E-9	1.0000000E+0	2.5082861E+3	-46.874303E-12	-0.0000000E+0	-0.0000000E+0
190.00000E-3	188.43437E-12	190.00000E-3	-4.0081902E+0	3.8925907E-12	-4.6451554E+0	781.34652E-6	188.47773E-12	190.00000E-3	-14.572794E+0	3.5995748E-12	-4.6451554E+0	781.34652E-6	1.3182900E-9	1.0000000E+0	-563.03864E+0	-70.113915E-12	-0.0000000E+0	-0.0000000E+0	1.3704565E-9	1.0000000E+0	296.51962E+0	-49.308547E-12	-0.0000000E+0	-0.0000000E+0
189.00000E-3	186.89465E-12	189.00000E-3	-11.197298E+0	4.0255429E-12	-4.6451554E+0	781.34652E-6	187.24509E-12	189.00000E-3	-27.897751E+0	3.4881484E-12	-4.6451554E+0	781.34652E-6	1.4247047E-9	1.0000000E+0	715.91138E+0	-78.322605E-12	-0.0000000E+0	-0.0000000E+0	1.2885638E-9	1.0000000E+0	5.6120796E+3	5.3386007E-12	-0.0000000E+0	-0.0000000E+0
188.00001E-3	185.63684E-12	188.00001E-3	180.61548E-3	3.9689033E-12	-4.6451554E+0	781.34652E-6	185.92385E-12	188.00001E-3	-24.082302E+0	3.6531537E-12	-4.6451554E+0	781.34652E-6	1.3616089E-9	1.0000000E+0	-6.2528013E+3	38.573374E-12	-0.0000000E+0	-0.0000000E+0	1.3261091E-9	1.0000000E+0	-1.3507388E+3	-105.10738E-12	-0.0000000E+0	-0.0000000E+0
187.00001E-3	184.17125E-12	187.00001E-3	5.9434466E+0	3.8079171E-12	-4.6451554E+0	781.34652E-6	184.49117E-12	187.00001E-3	-14.755719E+0	3.8119703E-12	-4.6451554E+0	781.34652E-6	1.4334061E-9	1.0000000E+0	-5.1569971E+3	112.87649E-12	-0.0000000E+0	-0.0000000E+0	1.3828910E-9	1.0000000E+0	-7.6629600E+3	-107.83149E-12	-0.0000000E+0	-0.0000000E+0
186.00000E-3	182.64973E-12	186.00000E-3	3.2327507E+0	3.7695784E-12	-4.6451554E+0	781.34652E-6	183.18196E-12	186.00000E-3	-7.7673755E+0	3.7240363E-12	-4.6451554E+0	781.34652E-6	1.4820476E-9	1.0000000E+0	4.7413506E+3	92.037739E-12	-0.0000000E+0	-0.0000000E+0	1.3376495E-9	1.0000000E+0	-5.6012642E+3	-830.93086E-15	-0.0000000E+0	-0.0000000E+0
185.00000E-3	181.25854E-12	185.00000E-3	-17.532719E+0	3.6005177E-12	-4.6451554E+0	781.34652E-6	181.86197E-12	185.00000E-3	-9.6618509E+0	3.8081695E-12	-4.6451554E+0	781.34652E-6	1.4290901E-9	1.0000000E+0	10.768905E+3	97.594911E-12	-0.0000000E+0	-0.0000000E+0	1.3287539E-9	1.0000000E+0	-1.1745125E+3	-35.274228E-12	-0.0000000E+0	-0.0000000E+0
184.00000E-3	179.81883E-12	184.00000E-3	-9.1864557E+0	3.6379309E-12	-4.6451554E+0	781.34652E-6	180.48987E-12	184.00000E-3	-5.9587836E+0	3.8338408E-12	-4.6451554E+0	781.34652E-6	1.3986283E-9	1.0000000E+0	534.01935E+0	15.277678E-12	-0.0000000E+0	-0.0000000E+0	1.3349711E-9	1.0000000E+0	-1.9140415E+3	3.7010252E-12	-0.0000000E+0	-0.0000000E+0
183.00000E-3	178.52443E-12	183.00000E-3	-13.628140E+0	3.6332068E-12	-4.6451554E+0	781.34652E-6	179.24083E-12	183.00000E-3	-5.0992851E+0	3.6624623E-12	-4.6451554E+0	781.34652E-6	1.3056474E-9	1.0000000E+0	401.27863E+0	-20.441940E-12	-0.0000000E+0	-0.0000000E+0	1.3095748E-9	1.0000000E+0	-925.06744E+0	46.356488E-12	-0.0000000E+0	-0.0000000E+0
182.00000E-3	177.32225E-12	182.00000E-3	-11.794001E+0	3.7050870E-12	-4.6451554E+0	781.34652E-6	177.82920E-12	182.00000E-3	-6.7739725E+0	3.8839227E-12	-4.6451554E+0	781.34652E-6	1.2436415E-9	1.0000000E+0	424.55682E+0	-67.311906E-12	-0.0000000E+0	-0.0000000E+0	1.3810175E-9	1.0000000E+0	1.1779952E+3	-83.740140E-12	-0.0000000E+0	-0.0000000E+0
180.99999E-3	176.01663E-12	181.00001E-3	-14.341208E+0	3.8320163E-12	-4.6451554E+0	781.34652E-6	176.39942E-12	181.00001E-3	-8.6393232E+0	3.8484198E-12	-4.6451554E+0	781.34652E-6	1.3376218E-9	999.98510E-3	1.2492050E+3	-74.669722E-12	-0.0000000E+0	-0.0000000E+0	1.4545973E-9	999.98510E-3	1.1361696E+3	24.283044E-12	-0.0000000E+0	-0.0000000E+0
180.00001E-3	174.45659E-12	180.00001E-3	-15.145433E+0	3.7674208E-12	-4.6451554E+0	781.34652E-6	174.83437E-12	180.00001E-3	-7.2548671E+0	3.6088918E-12	-4.6451554E+0	781.34652E-6	1.4385206E-9	1.0000149E+0	1.5153164E+3	16.224209E-12	-0.0000000E+0	-0.0000000E+0	1.4696072E-9	1.0000149E+0	1.5902848E+3	159.31775E-12	-0.0000000E+0	-0.0000000E+0
179.00001E-3	173.21555E-12	179.00001E-3	-17.561712E+0	3.7395304E-12	-4.6451554E+0	781.34652E-6	173.58447E-12	179.00001E-3	-16.656174E+0	3.5438024E-12	-4.6451554E+0	781.34652E-6	1.3030522E-9	1.0000000E+0	-646.37531E+0	57.888038E-12	-0.0000000E+0	-0.0000000E+0	1.2874397E-9	1.0000000E+0	3.7697495E+3	80.491003E-12	-0.0000000E+0	-0.0000000E+0
178.00000E-3	172.00093E-12	178.00000E-3	-7.1395750E+0	3.6068073E-12	-4.6451554E+0	781.34652E-6	172.47262E-12	178.00000E-3	-10.272003E+0	3.5804823E-12	-4.6451554E+0	781.34652E-6	1.2128191E-9	1.0000000E+0	-5.1409072E+3	76.648167E-12	-0.0000000E+0	-0.0000000E+0	1.1466083E-9	1.0000000E+0	-800.68713E+0	-26.814218E-12	-0.0000000E+0	-0.0000000E+0
177.00000E-3	170.82118E-12	177.00000E-3	-8.7973013E+0	3.6338285E-12	-4.6451554E+0	781.34652E-6	171.33481E-12	177.00000E-3	-14.446799E+0	3.6723827E-12	-4.6451554E+0	781.34652E-6	1.2456122E-9	1.0000000E+0	-1.6800245E+3	22.976799E-12	-0.0000000E+0	-0.0000000E+0	1.2152199E-9	1.0000000E+0	-20.073851E+0	-29.647666E-12	-0.0000000E+0	-0.0000000E+0
176.00000E-3	169.36555E-12	176.00000E-3	-6.7864270E+0	3.5846885E-12	-4.6451554E+0	781.34652E-6	169.80578E-12	176.00000E-3	-9.3879805E+0	3.5257778E-12	-4.6451554E+0	781.34652E-6	1.3838486E-9	1.0000000E+0	-2.7529370E+3	50.751185E-12	-0.0000000E+0	-0.0000000E+0	1.4078154E-9	1.0000000E+0	-3.4422451E+3	64.971334E-12	-0.0000000E+0	-0.0000000E+0
175.00000E-3	167.97272E-12	175.00000E-3	2.3943338E+0	3.4517855E-12	-4.6451554E+0	781.34652E-6	168.45741E-12	175.00000E-3	-2.7229638E+0	3.5258376E-12	-4.6451554E+0	781.34652E-6	1.4119788E-9	1.0000000E+0	-5.4011440E+3	92.065494E-12	-0.0000000E+0	-0.0000000E+0	1.4041239E-9	1.0000000E+0	-1.5195172E+3	2.6070673E-12	-0.0000000E+0	-0.0000000E+0
173.99999E-3	166.55233E-12	174.00001E-3	911.73571E-3	3.4278008E-12	-4.6451554E+0	781.34652E-6	167.02661E-12	174.00001E-3	-18.729652E+0	3.6599790E-12	-4.6451554E+0	781.34652E-6	1.3898716E-9	999.98510E-3	1.4107531E+3	14.052749E-12	-0.0000000E+0	-0.0000000E+0	1.4068717E-9	999.98510E-3	5.7179712E+3	-105.00433E-12	-0.0000000E+0	-0.0000000E+0
173.00001E-3	165.24834E-12	173.00001E-3	-10.895249E+0	3.5595962E-12	-4.6451554E+0	781.34652E-6	165.62623E-12	173.00001E-3	-8.8630323E+0	3.7907264E-12	-4.6451554E+0	781.34652E-6	1.3381274E-9	1.0000149E+0	6.0523960E+3	-77.956010E-12	-0.0000000E+0	-0.0000000E+0	1.3652310E-9	1.0000149E+0	-2.0253347E+3	-94.165474E-12	-0.0000000E+0	-0.0000000E+0
172.00001E-3	163.89975E-12	172.00001E-3	-5.8744817E+0	3.5931379E-12	-4.6451554E+0	781.34652E-6	164.42223E-12	172.00001E-3	-10.120620E+0	3.7454692E-12	-4.6451554E+0	781.34652E-6	1.2990415E-9	1.0000000E+0	-259.07178E+0	-36.257598E-12	-0.0000000E+0	-0.0000000E+0	1.2704395E-9	1.0000000E+0	-1.3692123E+3	-17.317710E-12	-0.0000000E+0	-0.0000000E+0
171.00000E-3	162.74032E-12	171.00000E-3	-6.4929824E+0	3.5412409E-12	-4.6451554E+0	781.34652E-6	163.10113E-12	171.00000E-3	-10.108423E+0	3.8194534E-12	-4.6451554E+0	781.34652E-6	1.2227694E-9	1.0000000E+0	-3.2030361E+3	-4.9890547E-12	-0.0000000E+0	-0.0000000E+0	1.3208852E-9	1.0000000E+0	-2.7482249E+3	-5.6686314E-12	-0.0000000E+0	-0.0000000E+0
170.00000E-3	161.47118E-12	170.00000E-3	5.2803669E+0	3.6723094E-12	-4.6451554E+0	781.34652E-6	161.66395E-12	170.00000E-3	4.0829377E+0	3.6903466E-12	-4.6451554E+0	781.34652E-6	1.2367998E-9	1.0000000E+0	-6.0775293E+3	-62.956237E-12	-0.0000000E+0	-0.0000000E+0	1.3686108E-9	1.0000000E+0	-5.7708022E+3	74.624182E-12	-0.0000000E+0	-0.0000000E+0
169.00000E-3	160.24493E-12	169.00000E-3	2.5711412E+0	3.6649702E-12	-4.6451554E+0	781.34652E-6	160.43419E-12	169.00000E-3	-7.2770510E+0	3.6152127E-12	-4.6451554E+0	781.34652E-6	1.2726322E-9	1.0000000E+0	-158.52991E+0	19.139600E-12	-0.0000000E+0	-0.0000000E+0	1.2331222E-9	1.0000000E+0	2.3978394E+3	77.505988E-12	-0.0000000E+0	-0.0000000E+0
168.00000E-3	158.84272E-12	168.00000E-3	-1.0897781E+0	3.4635459E-12	-4.6451554E+0	781.34652E-6	159.39595E-12	168.00000E-3	-1.9024670E+0	3.5828595E-12	-4.6451554E+0	781.34652E-6	1.3524987E-9	1.0000000E+0	1.6407140E+3	115.06701E-12	-0.0000000E+0	-0.0000000E+0	1.1300243E-9	1.0000000E+0	573.97772E+0	61.832144E-12	-0.0000000E+0	-0.0000000E+0
167.00000E-3	157.49911E-12	167.00000E-3	3.8294911E+0	3.4754935E-12	-4.6451554E+0	781.34652E-6	158.11613E-12	167.00000E-3	-7.8603053E+0	3.4541966E-12	-4.6451554E+0	781.34652E-6	1.3289759E-9	1.0000000E+0	-2.3918435E+3	11.858329E-12	-0.0000000E+0	-0.0000000E+0	1.2199939E-9	1.0000000E+0	1.4777874E+3	44.145153E-12	-0.0000000E+0	-0.0000000E+0
166.00001E-3	156.28314E-12	166.00001E-3	5.4038644E+0	3.5884906E-12	-4.6451554E+0	781.34652E-6	156.87705E-12	166.00001E-3	-4.0124369E+0	3.6280022E-12	-4.6451554E+0	781.34652E-6	1.2802701E-9	1.0000000E+0	-3.2286812E+3	-109.03073E-12	-0.0000000E+0	-0.0000000E+0	1.2412176E-9	1.0000000E+0	2.5166936E+3	-75.917897E-12	-0.0000000E+0	-0.0000000E+0
165.00001E-3	154.89150E-12	165.00001E-3	11.438638E+0	3.7838161E-12	-4.6451554E+0	781.34652E-6	155.66870E-12	165.00001E-3	-20.388508E+0	3.6424102E-12	-4.6451554E+0	781.34652E-6	1.2743531E-9	1.0000000E+0	-3.4610073E+3	-135.49811E-12	-0.0000000E+0	-0.0000000E+0	1.2489706E-9	1.0000000E+0	8.0316411E+3	-15.774243E-12	-0.0000000E+0	-0.0000000E+0
164.00000E-3	153.87756E-12	164.00000E-3	9.7900915E+0	3.7791888E-12	-4.6451554E+0	781.34652E-6	154.29939E-12	164.00000E-3	-17.617218E+0	3.5038663E-12	-4.6451554E+0	781.34652E-6	1.1251671E-9	1.0000000E+0	2.3946895E+3	-28.846224E-12	-0.0000000E+0	-0.0000000E+0	1.3166108E-9	1.0000000E+0	721.91663E+0	70.823847E-12	-0.0000000E+0	-0.0000000E+0
163.00000E-3	152.71652E-12	163.00000E-3	-3.0623126E+0	3.7325464E-12	-4.6451554E+0	781.34652E-6	153.01777E-12	163.00000E-3	-12.180514E+0	3.5318924E-12	-4.6451554E+0	781.34652E-6	1.1502304E-9	1.0000000E+0	5.2256289E+3	31.413178E-12	-0.0000000E+0	-0.0000000E+0	1.2710640E-9	1.0000000E+0	-4.6696284E+3	17.750088E-12	-0.0000000E+0	-0.0000000E+0
162.00000E-3	151.45933E-12	162.00000E-3	8.8666496E+0	3.7157447E-12	-4.6451554E+0	781.34652E-6	151.87364E-12	162.00000E-3	-7.6976271E+0	3.5105033E-12	-4.6451554E+0	781.34652E-6	1.2373826E-9	1.0000000E+0	-5.4495947E+3	38.232362E-12	-0.0000000E+0	-0.0000000E+0	1.1914612E-9	1.0000000E+0	-4.5797744E+3	33.101709E-12	-0.0000000E+0	-0.0000000E+0
161.00000E-3	150.19946E-12	161.00000E-3	15.005548E+0	3.6276667E-12	-4.6451554E+0	781.34652E-6	150.64366E-12	161.00000E-3	-3.7113698E+0	3.3844357E-12	-4.6451554E+0	781.34652E-6	1.2844283E-9	1.0000000E+0	-6.5999380E+3	92.227469E-12	-0.0000000E+0	-0.0000000E+0	1.2226445E-9	1.0000000E+0	-1.9959186E+3	90.464559E-12	-0.0000000E+0	-0.0000000E+0
160.00000E-3	148.82102E-12	160.00000E-3	17.529758E+0	3.4487335E-12	-4.6451554E+0	781.34652E-6	149.36244E-12	160.00000E-3	-9.6127033E+0	3.3216737E-12	-4.6451554E+0	781.34652E-6	1.3044678E-9	1.0000000E+0	-2.5907473E+3	128.20665E-12	-0.0000000E+0	-0.0000000E+0	1.2776143E-9	1.0000000E+0	479.11880E+0	54.970240E-12	-0.0000000E+0	-0.0000000E+0
159.00001E-3	147.67300E-12	159.00001E-3	16.753248E+0	3.4182863E-12	-4.6451554E+0	781.34652E-6	148.04695E-12	159.00001E-3	181.90542E-3	3.3589804E-12	-4.6451554E+0	781.34652E-6	1.2047047E-9	1.0000000E+0	3.3249214E+3	61.351889E-12	-0.0000000E+0	-0.0000000E+0	1.2782717E-9	1.0000000E+0	-6.0349419E+3	-13.375324E-12	-0.0000000E+0	-0.0000000E+0
